7,100,0.9157715717866094,58662
7,200,0.9146974579305407,32987
7,300,0.9121016827783746,13314
7,400,0.8923200859291085,10891
7,500,0.8991228070175439,12026
7,600,0.8046902971715002,9957
7,700,0.8051378446115288,10706
7,800,0.8046007876834944,8136
7,900,0.8050483351235231,9073
7,1000,0.8096133190118152,9775
7,1100,0.8047798066595059,10392
7,1200,0.8048693161475117,10803
7,1300,0.776047261009667,9569
7,1400,0.7762262799856785,8891
7,1500,0.781328320802005,11375
7,1600,0.7864303616183316,13673
7,1700,0.7877730039384174,16463
7,1800,0.7756892230576441,12597
7,1900,0.7757787325456499,13068
7,2000,0.7794486215538847,14196
7,2100,0.7663802363050484,15228
7,2200,0.7663802363050484,16599
7,2300,0.7661117078410311,13301
7,2400,0.7638739706408879,13627
7,2500,0.7670963122090941,12854
7,2600,0.7755102040816326,12199
7,2700,0.7755102040816326,13118
7,2800,0.7755997135696384,11360
7,2900,0.7755997135696384,11208
7,3000,0.7751521661296097,13665
