9,100,0.9173827425707125,70913
9,200,0.9156820622986036,34720
9,300,0.9116541353383458,27499
9,400,0.908968850698174,14106
9,500,0.9084317937701396,15645
9,600,0.8475653419262442,11650
9,700,0.8489974937343359,14174
9,800,0.8392409595417114,13886
9,900,0.8435374149659864,15575
9,1000,0.8548156104547082,12419
9,1100,0.8381668456856427,9556
9,1200,0.8438059434300036,12310
9,1300,0.811672037235947,12564
9,1400,0.811672037235947,13910
9,1500,0.8173111349803079,15249
9,1600,0.8199964196204798,12564
9,1700,0.8174901539563194,13172
9,1800,0.811672037235947,14399
9,1900,0.8115825277479413,15824
9,2000,0.8117615467239527,17155
9,2100,0.8007518796992481,10523
9,2200,0.8008413891872539,10815
9,2300,0.8007518796992481,13657
9,2400,0.7983351235230934,14651
9,2500,0.8037952022914429,13613
9,2600,0.8104189044038668,13559
9,2700,0.8105084138918726,14754
9,2800,0.8105084138918726,11603
9,2900,0.8108664518438955,11303
9,3000,0.8071070533476549,14447
