7,100,0.9125492302184032,41041
7,200,0.9153240243465808,23138
7,300,0.9106695309702828,16453
7,400,0.8923200859291085,13737
7,500,0.8993018259935553,11822
7,600,0.8046902971715002,8204
7,700,0.8051378446115288,9198
7,800,0.8046007876834944,9631
7,900,0.8050483351235231,8661
7,1000,0.8096133190118152,8826
7,1100,0.8047798066595059,9084
7,1200,0.8048693161475117,9752
7,1300,0.776047261009667,9655
7,1400,0.7762262799856785,8540
7,1500,0.781328320802005,9463
7,1600,0.7864303616183316,11520
7,1700,0.7877730039384174,14435
7,1800,0.7756892230576441,11848
7,1900,0.7757787325456499,11836
7,2000,0.7794486215538847,9680
7,2100,0.7663802363050484,10347
7,2200,0.7663802363050484,11091
7,2300,0.7661117078410311,10358
7,2400,0.7638739706408879,10787
7,2500,0.7670963122090941,12773
7,2600,0.7755102040816326,11151
7,2700,0.7755102040816326,11713
7,2800,0.7755997135696384,10953
7,2900,0.7755997135696384,9849
7,3000,0.7751521661296097,10661
