3,100,0.9153240243465808,22911
3,200,0.9037773003938417,12917
3,300,0.842015753669889,10409
3,400,0.7865198711063373,8482
3,500,0.7893841747225205,7791
3,600,0.7128535624776227,6336
3,700,0.7127640529896169,6712
3,800,0.7113319011815252,8498
3,900,0.7132116004296455,8141
3,1000,0.7145542427497314,6568
3,1100,0.7111528822055138,6294
3,1200,0.7110633727175081,8800
3,1300,0.691281775868242,8037
3,1400,0.6911027568922306,7852
3,1500,0.6918188327962764,6945
3,1600,0.6395452918009309,6602
3,1700,0.6384711779448622,7278
3,1800,0.6918188327962764,8090
3,1900,0.6918188327962764,6995
3,2000,0.692266380236305,7136
3,2100,0.626655925528106,7199
3,2200,0.6262978875760831,7415
3,2300,0.6279985678481919,8204
3,2400,0.6275510204081632,7425
3,2500,0.6275510204081632,7817
3,2600,0.6919978517722879,8207
3,2700,0.6918188327962764,8281
3,2800,0.6921768707482994,9018
3,2900,0.6919083422842821,7531
3,3000,0.6924453992123165,9355
